temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,et0_fao_evapotranspiration,date
10.6,2.3,6.0,2.6,19.1,1.59,2016-03-22
10.5,3.9,6.7,13.1,20.6,1.54,2016-03-23
13.6,2.0,7.3,6.8,24.0,1.16,2016-03-24
15.3,7.1,10.3,5.0,16.9,1.4,2016-03-25
7.8,4.0,6.1,0.0,16.1,1.19,2016-03-26
7.6,1.2,4.4,0.7,15.8,1.49,2016-03-27
9.4,-0.0,4.7,0.0,12.6,1.73,2016-03-28
11.2,2.5,6.3,0.0,9.7,1.86,2016-03-29
11.9,1.8,6.7,0.0,9.4,1.85,2016-03-30
11.7,2.5,7.1,0.0,17.6,2.04,2016-03-31
15.0,6.4,10.3,0.0,29.2,3.19,2016-04-01
10.9,4.0,8.4,3.7,38.8,2.65,2016-04-02
9.5,3.1,6.3,0.6,28.6,2.41,2016-04-03
11.0,4.0,7.4,0.0,24.4,2.25,2016-04-04
14.9,4.4,9.2,0.0,18.9,2.8,2016-04-05
16.3,3.2,10.0,0.0,7.1,2.79,2016-04-06
18.5,4.5,12.1,0.0,12.1,3.36,2016-04-07
21.2,4.4,13.5,0.0,9.3,3.47,2016-04-08
20.7,8.7,14.7,0.0,26.1,4.37,2016-04-09
20.3,8.4,14.3,0.0,29.3,4.25,2016-04-10
20.0,10.3,15.0,0.1,14.2,3.07,2016-04-11
21.5,9.1,15.7,0.0,9.8,3.27,2016-04-12
20.4,10.7,15.2,0.3,13.5,2.73,2016-04-13
16.5,10.5,13.4,5.0,22.6,1.84,2016-04-14
18.8,9.2,13.7,0.5,16.6,2.77,2016-04-15
13.5,9.7,11.8,4.3,25.3,1.68,2016-04-16
18.1,7.9,12.9,0.0,20.3,3.41,2016-04-17
20.0,9.1,14.3,0.0,23.4,3.84,2016-04-18
20.1,11.9,15.5,0.5,20.9,3.32,2016-04-19
20.0,12.2,16.1,3.7,22.3,2.94,2016-04-20
18.0,7.2,11.5,1.8,33.9,3.06,2016-04-21
11.8,5.2,9.0,0.0,30.4,3.19,2016-04-22
16.4,7.7,11.6,0.0,27.8,3.66,2016-04-23
19.7,8.5,14.3,0.0,28.0,4.31,2016-04-24
20.4,11.6,15.2,1.3,27.8,2.82,2016-04-25
18.9,11.1,14.6,0.3,19.8,2.6,2016-04-26
18.7,12.2,14.6,5.0,22.0,2.76,2016-04-27
16.3,11.5,13.4,0.3,28.0,2.72,2016-04-28
18.2,10.3,14.3,0.0,12.3,2.72,2016-04-29
19.3,9.3,14.5,1.7,11.2,3.45,2016-04-30
17.0,8.7,13.0,0.4,16.3,2.88,2016-05-01
17.9,7.2,13.0,0.0,13.0,3.98,2016-05-02
17.8,7.4,12.9,0.0,17.5,4.25,2016-05-03
18.3,8.9,13.8,0.0,26.2,3.94,2016-05-04
18.4,11.7,14.9,0.4,15.9,3.06,2016-05-05
18.8,10.9,14.8,2.7,18.2,2.83,2016-05-06
18.8,12.2,15.3,0.6,15.1,2.84,2016-05-07
20.4,10.5,15.6,0.0,7.5,3.21,2016-05-08
22.7,11.5,17.1,0.0,9.1,3.79,2016-05-09
22.6,12.0,17.8,0.1,18.6,4.42,2016-05-10
22.4,12.4,16.8,7.7,24.8,3.83,2016-05-11
14.9,10.6,13.1,9.8,28.2,1.46,2016-05-12
18.9,12.4,15.4,1.2,19.8,2.63,2016-05-13
21.8,13.0,17.3,10.8,25.8,3.45,2016-05-14
20.7,14.1,17.2,1.6,20.6,3.35,2016-05-15
20.9,13.9,17.4,2.8,14.9,3.39,2016-05-16
20.9,10.7,16.2,4.8,8.3,3.3,2016-05-17
21.1,12.8,16.5,23.7,12.9,2.87,2016-05-18
19.5,13.3,16.0,23.8,25.3,3.69,2016-05-19
17.7,11.2,14.6,0.0,21.4,3.74,2016-05-20
19.8,10.8,15.7,0.0,21.4,4.05,2016-05-21
21.7,12.3,17.5,0.0,9.7,3.52,2016-05-22
18.7,12.2,15.6,0.6,13.8,2.27,2016-05-23
20.6,10.1,15.9,1.7,9.2,3.16,2016-05-24
22.6,13.1,18.3,0.0,9.3,3.93,2016-05-25
23.8,12.6,18.8,0.3,10.6,4.11,2016-05-26
19.8,14.8,17.7,3.7,8.4,2.15,2016-05-27
25.2,13.3,19.4,8.3,16.3,4.28,2016-05-28
24.3,15.1,20.2,0.6,12.2,4.21,2016-05-29
22.7,16.8,19.3,10.9,15.2,3.0,2016-05-30
21.5,15.3,18.5,5.8,13.4,2.85,2016-05-31
23.5,15.6,18.7,11.3,21.7,3.59,2016-06-01
20.3,14.7,16.5,0.0,16.6,3.07,2016-06-02
22.0,11.9,17.4,0.0,14.4,4.72,2016-06-03
21.8,12.3,17.6,0.0,14.3,3.98,2016-06-04
22.1,12.5,17.9,0.0,10.9,4.21,2016-06-05
23.2,15.8,19.4,2.0,22.2,4.13,2016-06-06
19.5,13.1,16.6,7.3,16.3,3.69,2016-06-07
17.4,9.7,14.0,0.0,11.2,3.96,2016-06-08
18.6,8.6,14.6,0.0,8.2,3.67,2016-06-09
19.4,9.1,15.3,0.2,11.0,3.5,2016-06-10
21.2,12.4,17.2,0.0,15.5,3.66,2016-06-11
23.3,13.4,18.9,0.1,14.3,4.11,2016-06-12
25.7,12.6,20.5,0.0,9.1,4.63,2016-06-13
26.2,16.5,21.8,0.0,18.0,4.53,2016-06-14
27.6,19.7,23.0,1.2,15.9,4.5,2016-06-15
26.4,16.2,22.0,2.6,8.7,4.53,2016-06-16
27.6,18.5,23.5,0.0,8.4,5.0,2016-06-17
30.0,19.6,25.4,0.0,8.2,5.19,2016-06-18
32.5,20.6,26.8,0.0,13.4,6.18,2016-06-19
33.3,20.8,27.2,0.8,13.4,6.38,2016-06-20
32.2,22.0,27.4,0.0,14.2,6.28,2016-06-21
33.1,22.7,28.1,0.0,14.8,6.86,2016-06-22
32.5,23.5,27.8,0.2,21.7,7.18,2016-06-23
29.9,21.3,25.7,0.0,17.7,6.99,2016-06-24
30.1,20.7,25.5,0.0,15.9,6.97,2016-06-25
31.0,19.6,25.8,0.0,17.1,6.98,2016-06-26
32.8,20.9,27.4,0.0,16.6,7.24,2016-06-27
33.7,22.8,28.5,0.0,16.8,6.58,2016-06-28
29.9,22.3,26.2,2.5,10.8,4.73,2016-06-29
28.7,20.3,24.7,10.6,11.6,4.22,2016-06-30
26.7,20.4,23.3,4.5,15.4,3.19,2016-07-01
28.7,19.4,24.6,0.0,14.0,5.28,2016-07-02
28.1,19.2,24.3,0.0,14.5,5.34,2016-07-03
29.3,19.6,25.2,0.0,9.1,4.69,2016-07-04
26.6,19.9,23.7,0.6,21.9,5.06,2016-07-05
26.6,16.7,22.1,0.0,12.6,6.06,2016-07-06
28.7,18.3,23.6,0.9,10.4,5.36,2016-07-07
25.9,18.9,22.3,0.0,17.0,5.78,2016-07-08
25.1,16.8,21.4,0.0,11.8,4.95,2016-07-09
27.0,17.9,22.8,0.1,7.8,4.88,2016-07-10
27.9,17.8,23.1,0.6,10.7,5.06,2016-07-11
29.6,19.0,24.6,0.0,10.1,5.61,2016-07-12
32.1,19.3,26.4,0.0,8.9,5.97,2016-07-13
34.1,21.4,28.2,0.0,20.4,7.74,2016-07-14
33.9,21.9,28.3,0.0,22.7,8.03,2016-07-15
35.7,23.6,29.9,0.0,23.2,8.36,2016-07-16
37.7,24.7,31.5,0.0,27.0,9.59,2016-07-17
37.3,27.1,31.8,1.0,28.0,9.21,2016-07-18
28.0,22.9,25.6,6.2,17.9,4.01,2016-07-19
26.5,21.2,23.5,0.0,20.1,5.21,2016-07-20
25.8,17.2,22.5,0.0,7.7,3.82,2016-07-21
27.5,18.7,23.2,0.0,24.1,5.86,2016-07-22
24.7,19.4,22.3,0.0,21.2,4.96,2016-07-23
23.7,18.9,21.2,5.0,23.5,4.06,2016-07-24
26.9,17.4,22.0,0.0,16.4,4.41,2016-07-25
28.6,18.0,23.6,0.1,11.0,4.83,2016-07-26
29.2,19.0,24.5,0.0,14.9,5.52,2016-07-27
29.5,20.0,25.3,0.0,14.0,5.26,2016-07-28
31.8,19.9,26.6,0.0,7.6,5.34,2016-07-29
32.3,20.6,26.6,0.8,8.2,5.28,2016-07-30
32.1,20.9,26.6,0.3,7.2,4.9,2016-07-31
32.7,21.4,27.4,0.0,8.5,5.45,2016-08-01
33.5,22.0,27.9,0.2,9.7,5.45,2016-08-02
35.0,22.7,28.9,1.0,11.2,5.97,2016-08-03
33.8,23.0,27.7,1.5,15.5,6.33,2016-08-04
32.7,22.8,27.5,0.5,15.3,5.75,2016-08-05
34.9,23.2,29.0,0.0,23.1,7.47,2016-08-06
33.0,23.7,28.3,0.4,24.9,6.65,2016-08-07
34.1,23.5,28.0,0.4,19.9,6.16,2016-08-08
33.0,21.9,27.6,0.0,15.7,6.07,2016-08-09
33.8,22.1,28.0,0.0,18.4,7.08,2016-08-10
34.0,22.3,28.1,0.0,18.1,6.7,2016-08-11
33.6,20.8,27.8,0.0,10.1,5.45,2016-08-12
34.2,23.5,28.9,0.0,11.8,5.59,2016-08-13
25.5,18.1,22.5,3.0,23.4,3.37,2016-08-14
26.4,16.8,21.9,0.0,22.4,4.79,2016-08-15
29.9,18.3,24.2,0.0,11.4,5.08,2016-08-16
30.9,20.1,25.3,0.1,21.6,6.21,2016-08-17
28.6,21.4,24.6,0.2,25.3,5.15,2016-08-18
30.4,18.2,24.7,0.0,8.0,4.67,2016-08-19
34.9,21.8,28.4,0.0,16.4,6.66,2016-08-20
36.1,23.1,29.7,0.0,26.0,8.39,2016-08-21
35.8,24.8,30.4,0.0,29.4,8.89,2016-08-22
34.5,24.9,29.6,0.0,26.3,9.15,2016-08-23
33.1,22.4,26.7,4.5,22.0,6.18,2016-08-24
27.2,19.8,23.4,6.8,15.6,2.92,2016-08-25
26.2,19.3,22.5,0.0,8.9,3.21,2016-08-26
29.6,19.1,24.2,0.2,12.8,4.54,2016-08-27
31.0,20.7,25.6,0.0,17.6,6.18,2016-08-28
32.5,19.7,26.3,0.0,18.6,6.47,2016-08-29
33.0,21.6,27.2,0.0,23.5,7.71,2016-08-30
25.2,18.2,22.3,8.3,20.1,2.92,2016-08-31
22.9,16.1,19.3,0.0,22.0,4.51,2016-09-01
24.1,13.3,18.8,0.0,12.3,4.26,2016-09-02
25.8,14.2,20.3,0.0,10.7,4.2,2016-09-03
27.0,16.7,21.7,0.0,11.7,4.36,2016-09-04
28.1,14.1,21.8,0.0,8.7,4.18,2016-09-05
29.9,16.2,23.1,0.0,8.4,4.49,2016-09-06
27.2,17.9,22.2,0.0,15.1,4.66,2016-09-07
26.0,14.4,20.5,0.0,16.3,4.64,2016-09-08
25.4,16.1,20.8,0.0,17.0,4.07,2016-09-09
23.5,13.5,18.5,0.0,11.9,4.33,2016-09-10
23.5,11.7,17.8,0.0,10.9,4.03,2016-09-11
26.1,12.5,19.5,0.0,8.2,4.02,2016-09-12
27.5,14.7,21.1,0.0,17.0,4.58,2016-09-13
24.0,16.2,20.1,0.0,16.5,4.45,2016-09-14
18.8,11.6,15.7,0.0,19.3,3.53,2016-09-15
19.5,11.6,15.4,0.0,13.8,3.5,2016-09-16
23.0,14.4,18.0,0.0,20.3,3.67,2016-09-17
17.8,10.9,14.5,0.0,12.9,2.73,2016-09-18
19.2,9.5,14.4,0.0,12.3,3.27,2016-09-19
20.9,11.0,15.6,8.8,20.7,1.6,2016-09-20
19.6,12.5,15.9,0.5,28.8,1.88,2016-09-21
16.9,11.2,13.7,0.0,21.5,2.82,2016-09-22
17.5,8.9,12.9,3.0,7.2,1.73,2016-09-23
16.1,10.4,12.6,1.9,14.0,1.99,2016-09-24
13.5,8.9,10.9,8.1,27.4,1.57,2016-09-25
12.5,9.4,10.5,8.6,25.2,0.89,2016-09-26
14.0,9.0,11.4,0.5,17.8,1.37,2016-09-27
13.4,9.1,11.0,0.0,17.0,1.3,2016-09-28
14.1,9.0,11.3,4.3,16.2,1.68,2016-09-29
17.0,8.5,12.2,3.1,12.4,2.02,2016-09-30
19.1,7.0,13.2,0.0,10.4,2.24,2016-10-01
21.2,9.9,15.1,0.0,19.8,2.77,2016-10-02
18.7,11.8,15.5,0.0,18.7,1.56,2016-10-03
22.2,12.1,16.7,0.0,12.8,2.29,2016-10-04
23.8,11.8,17.0,0.0,13.4,2.29,2016-10-05
19.1,12.8,15.5,1.3,10.2,1.3,2016-10-06
20.6,11.2,15.1,0.0,8.6,1.72,2016-10-07
22.0,12.0,16.6,0.2,20.5,2.15,2016-10-08
17.0,13.2,15.3,0.1,25.9,1.57,2016-10-09
14.4,9.2,12.7,0.0,20.1,1.91,2016-10-10
14.6,6.5,10.7,0.0,15.5,1.83,2016-10-11
10.8,5.6,8.2,0.0,28.9,2.62,2016-10-12
7.6,4.2,5.8,8.3,30.2,1.58,2016-10-13
8.6,6.7,7.9,6.0,18.8,0.44,2016-10-14
8.4,4.2,6.3,0.0,14.6,1.52,2016-10-15
9.3,3.6,6.1,0.0,15.9,1.64,2016-10-16
7.8,2.7,5.2,0.0,21.4,1.75,2016-10-17
8.2,1.9,4.7,0.0,18.8,1.77,2016-10-18
8.5,-0.1,3.8,0.0,20.9,1.81,2016-10-19
6.6,3.6,5.0,0.0,22.9,1.36,2016-10-20
9.3,4.8,6.5,0.0,24.2,1.58,2016-10-21
9.4,2.7,5.8,0.0,31.7,2.25,2016-10-22
7.6,4.0,5.7,0.0,32.5,2.17,2016-10-23
9.6,2.8,6.2,0.0,34.6,2.41,2016-10-24
4.2,-1.4,1.2,0.0,31.7,2.18,2016-10-25
4.7,-2.5,0.6,0.0,25.0,1.72,2016-10-26
3.7,-2.2,0.4,0.0,21.9,1.06,2016-10-27
3.6,-1.2,1.2,0.0,17.5,0.85,2016-10-28
6.0,-0.4,2.8,0.3,20.4,1.0,2016-10-29
7.1,3.3,5.3,1.7,20.0,0.84,2016-10-30
6.7,1.3,4.4,0.7,25.3,0.87,2016-10-31
4.7,-1.3,1.6,0.1,11.7,0.66,2016-11-01
4.4,-1.0,1.3,0.9,10.2,0.63,2016-11-02
9.2,0.2,4.6,6.0,24.8,0.54,2016-11-03
8.6,3.8,6.2,9.1,23.8,0.76,2016-11-04
6.9,0.5,3.7,0.0,13.6,1.11,2016-11-05
8.7,-2.7,3.0,0.0,15.7,1.05,2016-11-06
17.1,6.6,11.5,0.3,19.1,1.7,2016-11-07
17.8,11.3,14.0,0.0,20.2,1.86,2016-11-08
18.7,12.4,15.0,1.4,19.6,1.77,2016-11-09
20.2,10.6,15.4,0.1,30.5,2.33,2016-11-10
10.4,6.2,8.2,0.0,29.7,1.23,2016-11-11
7.5,0.7,4.2,0.1,12.9,0.89,2016-11-12
9.6,0.7,4.8,2.7,27.9,1.24,2016-11-13
7.7,5.3,6.6,4.7,20.5,0.54,2016-11-14
5.0,3.0,4.2,0.1,14.2,0.41,2016-11-15
3.6,-1.0,1.5,1.0,21.8,0.72,2016-11-16
-0.2,-2.2,-1.4,0.0,21.1,0.58,2016-11-17
0.8,-2.0,-0.8,0.0,6.1,0.33,2016-11-18
2.0,-2.9,-0.9,0.0,20.6,0.77,2016-11-19
1.8,-3.1,-1.1,0.0,30.4,0.75,2016-11-20
0.3,-3.4,-1.7,0.0,35.4,0.94,2016-11-21
0.7,-5.7,-2.8,0.0,32.8,1.07,2016-11-22
0.8,-6.4,-3.5,0.0,28.1,1.01,2016-11-23
4.4,-3.8,-1.4,0.0,20.6,0.78,2016-11-24
2.3,-3.2,-0.1,0.0,17.5,0.36,2016-11-25
1.0,-2.5,-0.7,0.9,15.8,0.46,2016-11-26
6.6,-1.9,2.3,0.0,23.2,0.37,2016-11-27
9.8,2.8,7.2,1.7,29.0,0.41,2016-11-28
2.7,-1.9,1.1,0.2,9.7,0.35,2016-11-29
0.4,-3.2,-1.9,0.0,9.9,0.4,2016-11-30
-0.6,-5.3,-3.1,0.0,7.3,0.43,2016-12-01
0.2,-3.2,-1.6,0.0,10.1,0.24,2016-12-02
2.1,-3.0,-1.0,5.3,34.3,0.37,2016-12-03
0.2,-2.7,-1.4,0.2,33.5,0.79,2016-12-04
-3.0,-7.5,-4.8,2.4,16.2,0.44,2016-12-05
2.7,-6.8,-0.5,1.0,34.9,0.78,2016-12-06
1.2,-10.9,-5.3,1.4,22.3,0.5,2016-12-07
0.4,-10.5,-5.2,1.7,41.8,0.84,2016-12-08
2.9,0.5,1.8,12.5,44.2,0.18,2016-12-09
3.0,2.0,2.5,2.5,22.7,0.15,2016-12-10
3.7,-1.8,1.8,6.2,24.0,0.29,2016-12-11
6.7,-1.8,2.6,5.8,31.8,0.29,2016-12-12
-0.1,-10.6,-5.7,0.0,22.6,0.78,2016-12-13
-5.4,-10.9,-8.4,0.0,14.0,0.43,2016-12-14
-1.8,-8.3,-5.4,2.2,13.8,0.67,2016-12-15
-4.7,-11.2,-8.4,7.2,22.6,0.32,2016-12-16
-10.6,-13.2,-11.8,0.0,12.8,0.23,2016-12-17
-3.1,-12.9,-7.1,0.0,15.6,0.26,2016-12-18
-1.1,-4.0,-2.7,0.9,21.2,0.25,2016-12-19
-0.2,-6.0,-2.9,1.3,19.5,0.34,2016-12-20
-6.8,-14.8,-11.9,0.0,18.5,0.32,2016-12-21
-3.3,-10.5,-6.0,0.0,11.1,0.29,2016-12-22
-3.0,-9.4,-6.5,0.0,9.7,0.29,2016-12-23
-3.3,-11.8,-7.0,0.0,9.1,0.21,2016-12-24
-2.0,-4.7,-3.3,0.0,7.7,0.22,2016-12-25
-1.3,-4.2,-3.1,0.0,7.4,0.22,2016-12-26
-1.5,-5.6,-3.7,0.3,19.6,0.31,2016-12-27
0.4,-1.1,-0.2,2.3,18.7,0.23,2016-12-28
0.6,-3.2,-1.1,0.0,20.0,0.26,2016-12-29
-1.2,-4.2,-2.6,0.0,20.4,0.26,2016-12-30
-2.9,-5.5,-4.5,0.0,11.7,0.25,2016-12-31
-2.0,-6.3,-4.2,0.0,20.4,0.21,2017-01-01
1.1,-1.5,0.2,0.6,25.5,0.18,2017-01-02
4.2,-1.9,2.1,0.4,29.2,0.31,2017-01-03
1.2,-4.1,-2.2,0.0,17.1,0.46,2017-01-04
5.5,-2.2,3.4,7.1,26.3,0.47,2017-01-05
6.0,1.0,2.8,4.1,19.1,0.23,2017-01-06
5.0,-2.2,0.8,0.0,18.8,0.51,2017-01-07
1.5,-1.8,-0.8,1.5,17.3,0.23,2017-01-08
1.0,-1.6,-0.1,0.8,17.0,0.22,2017-01-09
0.7,-2.2,-1.1,0.4,10.1,0.31,2017-01-10
0.6,-3.8,-2.1,0.4,20.2,0.52,2017-01-11
6.8,-2.3,1.3,0.0,20.4,0.7,2017-01-12
2.5,-3.5,-0.8,0.0,27.2,0.53,2017-01-13
5.2,-4.8,-1.1,0.0,21.1,0.69,2017-01-14
4.2,-2.1,-0.0,0.0,20.5,0.64,2017-01-15
2.0,-1.0,0.6,4.7,12.2,0.19,2017-01-16
2.3,0.2,0.9,0.0,15.4,0.22,2017-01-17
0.5,-3.9,-1.0,0.1,20.8,0.53,2017-01-18
-1.3,-6.8,-4.9,0.0,18.4,0.74,2017-01-19
-3.5,-10.6,-6.7,0.2,19.2,0.55,2017-01-20
-1.1,-4.6,-2.8,0.8,23.5,0.44,2017-01-21
1.1,-5.7,-2.2,0.3,21.7,0.75,2017-01-22
1.7,-5.7,-1.9,0.0,22.5,0.69,2017-01-23
2.8,-2.7,-0.6,0.3,19.6,0.62,2017-01-24
-0.2,-2.6,-1.4,1.2,14.3,0.46,2017-01-25
-0.4,-10.9,-4.8,0.4,18.7,0.5,2017-01-26
-6.1,-15.9,-11.3,0.0,14.1,0.57,2017-01-27
-5.2,-12.8,-9.2,0.0,12.0,0.56,2017-01-28
-5.7,-12.9,-10.2,0.4,20.6,0.62,2017-01-29
-7.7,-15.0,-12.3,0.0,16.3,0.63,2017-01-30
-5.7,-14.0,-10.7,0.0,11.4,0.66,2017-01-31
-3.8,-14.1,-8.6,0.0,18.6,0.67,2017-02-01
-0.3,-6.9,-4.4,0.0,15.4,0.62,2017-02-02
-0.2,-8.4,-4.6,0.2,13.0,0.74,2017-02-03
4.3,-3.7,1.1,8.8,24.6,0.29,2017-02-04
4.7,-0.8,2.1,2.0,23.9,0.58,2017-02-05
0.0,-5.3,-1.7,7.1,20.3,0.33,2017-02-06
-5.9,-10.2,-8.7,1.5,23.5,0.63,2017-02-07
-9.1,-15.4,-12.3,0.0,23.3,0.8,2017-02-08
-4.8,-15.4,-10.9,0.0,20.5,0.92,2017-02-09
-4.8,-14.6,-10.5,0.0,13.8,0.71,2017-02-10
-1.1,-10.8,-5.8,0.0,13.1,0.61,2017-02-11
-0.5,-8.4,-5.3,0.0,14.0,0.82,2017-02-12
-0.6,-8.9,-5.0,0.2,10.3,0.6,2017-02-13
-2.5,-7.5,-4.3,5.5,32.7,0.61,2017-02-14
0.9,-5.4,-2.3,0.9,22.9,0.77,2017-02-15
-3.0,-9.1,-5.5,0.0,19.5,0.74,2017-02-16
-3.2,-15.9,-9.3,0.0,11.2,0.74,2017-02-17
1.5,-6.3,-2.0,1.9,20.5,0.58,2017-02-18
5.1,-3.2,0.5,0.0,14.8,0.94,2017-02-19
6.1,-6.2,1.1,0.0,10.6,1.02,2017-02-20
7.0,-3.0,2.7,0.1,23.4,0.84,2017-02-21
3.5,0.4,2.4,11.0,23.2,0.21,2017-02-22
5.7,0.3,3.3,8.4,35.6,0.3,2017-02-23
11.4,0.1,5.4,0.0,26.8,0.91,2017-02-24
12.4,1.4,7.4,8.1,32.2,1.2,2017-02-25
3.3,-3.9,-0.1,1.4,24.1,1.01,2017-02-26
4.5,-1.7,1.7,1.1,21.6,0.72,2017-02-27
9.4,-2.5,3.4,0.0,14.1,1.47,2017-02-28
13.1,-0.2,5.0,0.0,19.9,1.78,2017-03-01
11.1,1.6,5.1,0.0,20.3,1.28,2017-03-02
12.6,0.9,6.5,0.0,11.5,1.52,2017-03-03
10.9,0.4,5.8,0.0,13.7,1.54,2017-03-04
11.9,-1.6,5.0,0.0,15.5,1.89,2017-03-05
14.4,0.9,6.3,0.0,17.8,2.02,2017-03-06
10.5,0.2,5.0,0.0,19.9,1.68,2017-03-07
12.5,2.7,6.5,0.0,25.9,1.85,2017-03-08
12.7,1.5,6.8,0.0,27.4,2.93,2017-03-09
11.8,2.2,6.9,0.0,26.6,2.76,2017-03-10
11.0,2.8,6.4,0.0,31.6,2.6,2017-03-11
8.6,2.3,5.3,0.0,26.3,2.32,2017-03-12
11.1,2.1,6.0,0.0,25.3,2.19,2017-03-13
6.7,1.1,3.9,0.0,17.9,1.38,2017-03-14
9.8,2.2,6.0,0.2,17.2,2.09,2017-03-15
7.9,2.0,4.9,5.5,12.5,0.62,2017-03-16
9.9,1.4,5.4,0.0,15.3,1.54,2017-03-17
6.2,-0.8,2.8,6.7,10.5,0.6,2017-03-18
6.8,0.7,4.3,5.2,24.6,0.57,2017-03-19
7.9,1.5,5.3,7.4,18.9,0.62,2017-03-20
9.1,-0.1,3.7,2.2,14.1,1.64,2017-03-21
12.6,2.0,7.1,1.3,18.4,1.48,2017-03-22
12.4,-0.1,6.2,0.0,9.2,2.31,2017-03-23
15.1,3.2,8.0,0.1,12.7,1.82,2017-03-24
10.6,3.5,7.1,1.2,20.3,1.43,2017-03-25
7.8,1.8,4.8,1.0,12.6,1.37,2017-03-26
8.1,1.5,4.4,0.7,30.2,1.63,2017-03-27
10.8,1.6,6.6,3.6,39.3,1.91,2017-03-28
11.7,1.6,6.6,0.0,29.8,2.96,2017-03-29
12.8,2.7,8.7,4.7,33.2,2.38,2017-03-30
5.9,-2.7,1.9,0.0,13.8,2.42,2017-03-31
7.6,-0.2,3.6,0.0,9.6,1.45,2017-04-01
12.8,0.2,5.9,0.0,11.6,2.64,2017-04-02
15.6,1.8,8.1,0.0,13.7,3.01,2017-04-03
15.4,5.6,10.4,0.0,20.7,2.89,2017-04-04
13.0,4.2,8.0,0.0,17.9,2.47,2017-04-05
13.6,4.4,8.6,0.0,24.1,2.13,2017-04-06
17.2,5.1,10.9,1.3,14.5,2.92,2017-04-07
13.4,7.6,10.4,2.0,15.3,2.1,2017-04-08
11.1,5.8,8.2,11.5,10.1,1.06,2017-04-09
13.2,5.2,9.0,0.0,15.3,2.16,2017-04-10
13.7,6.8,10.2,0.0,18.9,2.6,2017-04-11
13.6,5.7,9.2,0.0,26.7,2.8,2017-04-12
18.6,6.0,11.7,0.0,10.1,3.36,2017-04-13
16.7,9.6,12.5,2.1,22.4,2.36,2017-04-14
13.3,6.9,10.2,1.8,32.6,2.96,2017-04-15
16.5,4.7,10.8,0.0,15.8,3.34,2017-04-16
19.0,5.7,12.3,0.1,10.9,3.24,2017-04-17
21.5,9.5,14.7,1.3,19.0,3.21,2017-04-18
13.1,5.9,8.7,3.2,30.1,1.44,2017-04-19
10.8,0.9,6.0,0.0,20.5,3.22,2017-04-20
10.3,3.5,6.1,9.2,31.7,1.11,2017-04-21
10.9,3.6,7.3,5.6,31.2,2.31,2017-04-22
9.2,4.7,6.5,15.1,21.8,0.99,2017-04-23
10.4,2.4,5.8,19.8,37.0,1.31,2017-04-24
12.1,3.2,7.4,0.6,21.0,2.97,2017-04-25
15.6,3.7,9.7,0.0,12.9,3.63,2017-04-26
18.5,5.8,11.9,0.0,18.1,4.13,2017-04-27
19.5,7.2,12.8,0.0,14.8,3.93,2017-04-28
21.5,8.6,14.8,0.0,11.5,4.06,2017-04-29
21.5,10.1,15.7,0.0,19.9,4.68,2017-04-30
23.5,11.7,16.9,0.0,15.7,4.92,2017-05-01
26.9,11.6,19.1,0.0,12.3,4.9,2017-05-02
27.1,13.8,20.4,0.0,19.0,5.67,2017-05-03
26.2,14.7,19.9,0.2,14.6,4.73,2017-05-04
21.4,13.1,17.1,0.0,18.9,5.46,2017-05-05
22.0,9.9,15.9,0.0,15.3,5.17,2017-05-06
23.9,10.9,17.8,0.0,11.9,4.86,2017-05-07
19.0,13.1,15.7,2.1,22.1,2.6,2017-05-08
18.0,12.2,14.9,10.0,27.4,2.79,2017-05-09
17.3,11.3,13.6,19.7,23.4,1.99,2017-05-10
14.9,6.2,10.6,0.0,17.0,4.11,2017-05-11
18.5,6.2,12.7,0.0,20.0,3.94,2017-05-12
22.0,8.9,15.6,0.5,14.7,3.74,2017-05-13
20.9,12.4,15.9,1.0,17.8,2.7,2017-05-14
14.1,11.9,13.2,19.6,26.0,0.75,2017-05-15
17.5,10.9,13.6,0.9,20.7,2.41,2017-05-16
19.0,9.4,13.7,1.9,15.8,3.37,2017-05-17
16.6,6.2,12.1,0.0,13.9,4.13,2017-05-18
17.0,4.9,11.1,0.0,14.3,3.93,2017-05-19
18.5,6.8,13.0,0.0,10.4,4.1,2017-05-20
18.9,8.4,14.2,0.3,20.4,3.91,2017-05-21
19.4,11.9,15.3,0.0,20.7,4.08,2017-05-22
19.5,10.6,14.6,0.1,14.5,4.32,2017-05-23
20.0,8.9,14.9,0.0,16.2,4.98,2017-05-24
19.9,10.4,14.9,0.0,12.4,4.29,2017-05-25
21.9,9.1,16.7,0.0,9.2,4.36,2017-05-26
24.8,13.4,18.7,0.0,10.8,4.34,2017-05-27
22.5,13.1,18.2,2.1,14.2,4.43,2017-05-28
23.1,12.5,17.6,0.0,16.0,4.62,2017-05-29
26.0,12.8,19.6,0.0,11.2,5.3,2017-05-30
26.8,14.0,20.7,0.4,16.6,5.27,2017-05-31
23.5,16.5,19.6,0.5,29.6,4.29,2017-06-01
24.9,16.5,20.4,0.2,22.1,5.06,2017-06-02
20.5,13.2,17.3,0.0,24.4,5.97,2017-06-03
20.6,8.8,15.5,0.0,11.2,5.06,2017-06-04
24.0,10.5,17.8,0.0,13.4,5.97,2017-06-05
29.2,14.1,21.9,0.0,17.7,6.55,2017-06-06
