temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,et0_fao_evapotranspiration,date
4.1,-6.2,1.0,0.0,18.3,0.45,2021-01-22
3.8,1.6,2.3,0.5,13.3,0.47,2021-01-23
3.8,-0.4,1.4,0.5,18.4,0.61,2021-01-24
7.7,-1.4,1.5,0.1,18.7,0.83,2021-01-25
8.1,0.1,3.2,1.4,17.9,0.57,2021-01-26
3.8,1.4,2.5,0.1,23.2,0.32,2021-01-27
5.0,0.9,2.0,4.8,25.0,0.26,2021-01-28
5.0,-1.2,1.2,1.0,24.6,0.7,2021-01-29
6.7,1.4,3.5,0.8,22.2,0.72,2021-01-30
7.2,1.1,3.7,0.6,21.7,0.35,2021-01-31
11.0,2.0,6.2,0.1,17.4,0.97,2021-02-01
12.9,3.6,7.1,2.4,15.8,1.08,2021-02-02
10.9,4.6,7.2,0.5,11.5,0.45,2021-02-03
9.6,4.9,7.0,0.6,20.6,0.35,2021-02-04
8.4,-2.9,3.8,3.8,27.2,0.61,2021-02-05
-0.4,-5.6,-3.7,0.0,19.4,1.13,2021-02-06
-2.7,-7.5,-5.7,0.0,14.1,0.98,2021-02-07
-6.4,-8.2,-7.4,5.1,23.9,0.59,2021-02-08
4.7,-7.2,-2.5,6.4,32.4,0.32,2021-02-09
2.6,-1.4,1.2,2.0,21.7,0.28,2021-02-10
7.9,2.5,5.4,1.1,15.9,0.43,2021-02-11
13.7,-2.3,6.5,0.6,31.1,1.04,2021-02-12
-3.0,-5.8,-4.5,1.0,36.5,1.19,2021-02-13
-4.3,-7.8,-6.1,0.2,30.2,1.29,2021-02-14
-2.4,-9.9,-6.6,0.0,10.7,0.9,2021-02-15
-2.6,-8.2,-6.3,0.0,14.8,1.07,2021-02-16
-2.8,-10.4,-7.5,0.0,14.3,1.08,2021-02-17
-3.2,-11.3,-7.4,0.0,10.3,0.79,2021-02-18
-1.4,-10.6,-6.4,0.0,16.3,0.95,2021-02-19
0.3,-9.7,-4.9,0.0,10.5,1.05,2021-02-20
1.2,-6.6,-2.1,0.4,22.3,0.66,2021-02-21
1.3,-0.3,0.6,5.2,20.2,0.24,2021-02-22
0.6,-13.6,-6.5,2.3,20.8,0.96,2021-02-23
-7.8,-16.4,-12.8,0.0,13.0,0.93,2021-02-24
-2.1,-12.0,-7.4,0.0,20.4,0.81,2021-02-25
5.8,-1.3,1.9,0.4,22.2,0.52,2021-02-26
4.2,1.8,2.8,1.8,24.1,0.3,2021-02-27
4.9,-0.1,2.3,0.2,11.8,0.71,2021-02-28
4.4,-1.3,1.3,1.5,9.4,0.61,2021-03-01
4.9,-3.1,0.5,0.7,28.4,1.08,2021-03-02
5.8,-1.8,1.9,4.7,26.5,1.23,2021-03-03
6.8,-4.2,1.6,0.0,31.4,1.71,2021-03-04
7.5,2.3,4.6,0.1,26.7,1.01,2021-03-05
4.7,-1.5,2.3,6.8,18.0,0.38,2021-03-06
2.8,-5.6,-1.4,0.0,28.2,1.66,2021-03-07
5.7,-1.6,1.7,1.4,32.2,1.65,2021-03-08
3.8,-3.5,0.5,2.0,20.1,1.42,2021-03-09
1.2,-5.7,-2.7,0.0,13.2,1.7,2021-03-10
-1.8,-9.1,-5.2,0.0,23.4,1.73,2021-03-11
-1.5,-12.4,-7.0,0.0,19.9,1.76,2021-03-12
1.6,-5.4,-2.1,0.2,17.9,1.2,2021-03-13
8.4,-2.5,2.3,0.4,17.1,1.98,2021-03-14
9.7,-1.5,3.1,0.0,21.3,1.84,2021-03-15
7.7,1.7,4.2,0.4,27.6,1.26,2021-03-16
11.1,1.5,5.2,4.6,18.4,1.16,2021-03-17
5.2,2.0,3.4,13.2,10.0,0.38,2021-03-18
6.8,1.9,4.0,2.3,9.4,0.68,2021-03-19
6.7,0.9,2.8,0.9,17.6,1.02,2021-03-20
5.7,-3.5,1.4,0.8,13.3,1.37,2021-03-21
6.3,-3.0,1.7,1.9,13.7,1.38,2021-03-22
4.5,0.6,1.9,7.4,17.3,0.76,2021-03-23
3.2,0.3,1.6,5.1,14.5,0.53,2021-03-24
2.1,0.6,1.2,14.6,10.2,0.35,2021-03-25
4.1,0.2,1.5,5.6,14.3,0.79,2021-03-26
9.9,-1.3,4.0,0.1,15.5,1.96,2021-03-27
10.8,1.3,5.1,8.5,18.4,1.7,2021-03-28
10.6,-0.1,5.5,0.8,9.5,1.87,2021-03-29
5.2,1.5,3.2,7.7,23.7,0.75,2021-03-30
12.2,1.6,6.5,0.3,21.4,2.49,2021-03-31
14.4,2.2,7.7,0.0,19.4,2.78,2021-04-01
14.6,3.2,8.4,0.0,14.2,2.71,2021-04-02
12.0,5.4,8.3,1.3,30.0,1.43,2021-04-03
7.3,3.3,5.3,14.8,14.1,0.65,2021-04-04
4.3,1.6,3.1,23.3,19.3,0.37,2021-04-05
10.9,2.5,6.4,0.8,22.9,2.12,2021-04-06
20.6,6.3,11.6,2.4,26.3,2.85,2021-04-07
12.2,5.6,9.4,1.8,18.6,1.99,2021-04-08
8.5,3.8,6.0,2.9,21.9,1.6,2021-04-09
11.7,5.7,8.4,0.0,16.2,2.42,2021-04-10
13.2,6.6,9.5,0.7,18.8,1.85,2021-04-11
12.9,7.7,10.1,2.3,11.5,1.27,2021-04-12
14.9,8.2,11.0,0.9,10.5,1.69,2021-04-13
15.4,6.2,11.1,2.7,19.3,2.32,2021-04-14
16.9,5.2,10.7,0.9,15.0,2.65,2021-04-15
16.8,5.4,10.9,0.2,11.9,2.61,2021-04-16
13.4,5.7,10.1,2.6,16.2,2.98,2021-04-17
13.7,4.4,9.4,0.0,8.4,1.39,2021-04-18
15.1,7.2,11.0,0.7,7.9,1.66,2021-04-19
15.4,8.3,11.4,17.8,22.4,0.98,2021-04-20
15.2,7.8,11.8,0.3,27.1,3.17,2021-04-21
16.0,6.6,11.3,0.4,11.3,2.86,2021-04-22
16.2,6.4,11.6,0.4,19.5,3.0,2021-04-23
14.2,7.7,10.9,3.0,24.2,2.71,2021-04-24
13.1,4.0,8.5,0.0,7.9,3.32,2021-04-25
8.6,5.3,7.5,1.7,17.7,1.0,2021-04-26
11.6,2.8,8.0,0.5,18.5,3.23,2021-04-27
12.7,6.1,9.2,0.7,11.9,1.55,2021-04-28
16.8,8.2,11.7,0.0,18.9,3.47,2021-04-29
20.4,8.9,14.5,0.1,16.7,3.21,2021-04-30
20.2,11.1,15.6,0.6,21.8,3.53,2021-05-01
23.0,9.1,17.0,0.1,11.6,4.14,2021-05-02
26.1,14.8,20.0,0.0,13.7,4.24,2021-05-03
16.5,9.9,14.1,0.5,21.8,4.0,2021-05-04
17.4,4.9,12.0,0.0,11.2,4.21,2021-05-05
20.8,8.2,14.7,0.0,19.1,4.48,2021-05-06
20.5,10.4,15.3,0.0,18.3,4.15,2021-05-07
24.1,8.6,17.3,0.0,18.1,4.81,2021-05-08
16.2,9.4,12.0,1.5,25.0,2.49,2021-05-09
13.0,6.8,10.0,7.5,26.3,2.77,2021-05-10
12.9,7.3,9.5,6.0,21.4,2.15,2021-05-11
16.0,7.5,11.7,3.7,20.5,2.33,2021-05-12
24.0,10.2,17.3,0.0,14.9,4.84,2021-05-13
28.4,14.2,21.0,0.0,18.6,5.29,2021-05-14
28.8,15.8,21.5,0.0,13.6,5.2,2021-05-15
28.6,17.0,22.7,0.0,21.4,6.25,2021-05-16
25.8,18.1,21.7,0.0,21.3,5.93,2021-05-17
20.6,15.4,17.8,4.4,21.9,3.21,2021-05-18
19.1,13.0,15.1,26.3,23.4,2.07,2021-05-19
22.1,13.2,17.6,1.5,25.5,4.54,2021-05-20
26.0,15.7,19.6,0.0,16.9,5.1,2021-05-21
25.1,14.9,19.0,3.0,17.5,3.31,2021-05-22
25.9,16.0,20.6,0.5,13.2,4.75,2021-05-23
24.6,15.6,20.1,2.4,10.3,3.49,2021-05-24
23.4,14.9,18.6,5.3,9.9,3.84,2021-05-25
25.3,14.4,20.1,0.0,15.7,5.27,2021-05-26
26.9,14.3,20.9,0.0,15.4,5.7,2021-05-27
28.5,18.0,22.9,0.0,14.5,6.02,2021-05-28
29.2,16.8,23.5,0.2,13.7,5.93,2021-05-29
23.0,17.0,19.6,4.1,18.3,3.04,2021-05-30
25.0,14.3,20.6,0.0,14.3,5.04,2021-05-31
22.8,15.2,19.0,8.9,20.2,2.75,2021-06-01
19.2,15.7,17.7,25.6,24.1,1.82,2021-06-02
19.6,14.1,16.2,7.1,19.8,2.91,2021-06-03
19.9,12.4,15.8,3.6,13.7,3.24,2021-06-04
18.7,12.6,15.6,0.7,19.2,2.62,2021-06-05
20.7,14.6,17.4,2.9,18.3,3.18,2021-06-06
18.8,14.1,16.4,12.9,15.9,2.6,2021-06-07
19.8,14.4,16.6,17.0,15.5,2.46,2021-06-08
21.8,15.2,17.3,14.0,15.5,2.2,2021-06-09
21.9,14.9,18.2,4.7,13.3,3.33,2021-06-10
23.5,15.4,19.2,2.6,13.8,3.72,2021-06-11
23.6,16.1,20.0,4.9,13.9,4.07,2021-06-12
23.6,15.2,20.1,1.0,12.3,3.95,2021-06-13
26.4,16.6,21.9,0.1,8.5,4.73,2021-06-14
27.1,18.3,22.6,0.2,11.6,4.48,2021-06-15
27.8,17.0,22.5,3.5,25.1,4.16,2021-06-16
24.5,19.1,21.4,32.7,27.6,2.08,2021-06-17
26.6,17.9,21.7,3.8,11.9,4.36,2021-06-18
28.2,20.7,24.4,0.0,30.2,7.86,2021-06-19
30.0,20.1,25.1,0.0,26.2,8.02,2021-06-20
31.0,20.5,26.0,0.0,26.7,8.31,2021-06-21
32.7,20.0,26.6,0.0,24.4,7.92,2021-06-22
33.3,22.0,27.8,0.0,19.0,7.34,2021-06-23
32.1,23.0,26.8,0.0,16.7,6.24,2021-06-24
32.5,21.6,26.7,0.0,15.4,7.07,2021-06-25
32.5,21.6,26.3,0.0,19.1,5.68,2021-06-26
29.5,21.9,24.9,6.1,16.2,4.98,2021-06-27
28.1,21.0,24.4,1.0,16.2,4.15,2021-06-28
28.1,20.5,24.6,0.2,17.8,5.3,2021-06-29
28.1,18.3,24.0,0.0,19.6,5.78,2021-06-30
29.8,20.1,25.4,0.0,14.2,5.67,2021-07-01
32.9,20.2,27.3,0.0,10.5,5.94,2021-07-02
33.8,21.9,28.0,0.2,16.5,6.63,2021-07-03
34.4,22.1,28.4,0.0,20.7,7.42,2021-07-04
28.0,20.4,23.3,8.0,18.0,3.95,2021-07-05
25.5,19.3,22.1,14.3,13.4,2.91,2021-07-06
28.0,19.5,23.2,1.4,14.9,3.93,2021-07-07
29.0,19.9,24.3,0.0,18.3,7.34,2021-07-08
31.2,18.2,25.0,0.0,17.3,6.66,2021-07-09
32.8,21.8,27.3,0.0,17.9,7.39,2021-07-10
33.6,22.6,28.4,0.0,16.8,7.32,2021-07-11
34.0,23.2,28.9,0.0,18.7,7.62,2021-07-12
31.6,21.6,27.0,0.0,18.1,8.25,2021-07-13
33.1,20.5,27.1,0.0,17.8,8.25,2021-07-14
35.3,20.9,28.4,0.0,12.6,7.35,2021-07-15
35.0,23.0,29.2,0.0,13.7,7.01,2021-07-16
34.5,21.5,28.8,0.0,12.8,6.33,2021-07-17
37.0,22.9,30.4,0.0,12.1,6.52,2021-07-18
38.7,23.0,31.2,0.0,10.7,6.63,2021-07-19
38.3,24.1,31.8,0.0,14.0,7.11,2021-07-20
37.7,25.4,30.6,0.0,19.4,6.57,2021-07-21
28.5,20.4,24.6,13.8,16.7,3.35,2021-07-22
27.5,18.6,22.7,6.1,18.2,5.1,2021-07-23
28.2,17.5,23.0,0.0,15.1,6.04,2021-07-24
31.0,18.5,24.9,0.0,15.5,6.8,2021-07-25
31.9,21.4,26.3,0.0,16.9,6.41,2021-07-26
31.5,22.0,26.1,0.0,15.9,6.32,2021-07-27
30.8,18.5,25.1,0.0,13.1,5.42,2021-07-28
31.5,18.5,26.0,0.0,13.7,5.71,2021-07-29
32.8,19.8,26.6,0.0,16.6,5.75,2021-07-30
31.2,21.5,26.0,2.6,10.7,4.23,2021-07-31
33.8,20.4,27.6,0.0,9.7,5.38,2021-08-01
35.7,22.5,29.3,0.0,10.6,5.88,2021-08-02
35.7,21.0,29.2,0.0,17.7,6.39,2021-08-03
31.7,21.4,26.4,0.0,11.4,4.98,2021-08-04
32.2,22.0,27.3,0.0,15.0,6.01,2021-08-05
35.1,24.0,29.5,0.0,25.3,8.81,2021-08-06
34.5,25.7,29.9,0.0,24.3,7.78,2021-08-07
30.2,22.9,26.3,8.7,12.6,3.58,2021-08-08
30.3,21.6,26.2,0.2,11.4,3.17,2021-08-09
33.2,22.5,26.9,0.0,13.2,4.81,2021-08-10
28.2,22.0,25.1,0.9,10.3,2.97,2021-08-11
28.2,20.5,24.4,6.8,11.4,3.08,2021-08-12
26.8,20.5,23.2,5.5,21.6,2.78,2021-08-13
25.0,18.4,21.6,9.5,21.6,2.24,2021-08-14
25.8,19.8,22.5,0.6,12.4,2.76,2021-08-15
28.0,18.4,23.4,0.0,7.6,4.11,2021-08-16
31.6,19.4,25.2,0.0,13.8,5.19,2021-08-17
32.6,21.1,26.2,0.0,15.5,6.03,2021-08-18
32.0,21.8,25.9,0.0,15.2,4.89,2021-08-19
26.6,18.5,22.6,5.4,15.3,3.17,2021-08-20
25.0,18.3,21.2,2.0,16.4,2.91,2021-08-21
28.0,19.1,23.2,0.0,11.3,3.94,2021-08-22
27.6,19.5,23.3,2.2,11.5,3.88,2021-08-23
27.5,17.5,22.4,0.0,13.8,4.55,2021-08-24
28.0,16.9,22.4,0.0,13.3,5.16,2021-08-25
30.3,17.8,23.8,0.0,18.8,5.67,2021-08-26
27.8,19.8,23.6,0.7,8.7,3.21,2021-08-27
31.6,19.5,25.4,0.0,12.3,4.74,2021-08-28
32.5,21.1,26.7,0.0,25.9,7.53,2021-08-29
31.8,21.2,26.6,0.0,27.7,8.6,2021-08-30
31.1,21.6,25.2,0.2,20.9,4.95,2021-08-31
27.4,19.1,23.2,0.0,15.5,4.46,2021-09-01
23.7,15.6,19.2,12.8,21.1,2.43,2021-09-02
18.6,12.2,15.2,1.4,26.6,3.2,2021-09-03
20.8,12.1,16.6,0.0,26.3,3.93,2021-09-04
20.4,12.5,16.0,0.2,16.2,3.64,2021-09-05
18.9,9.2,14.6,0.0,13.7,4.07,2021-09-06
19.3,10.3,15.0,0.0,12.7,3.67,2021-09-07
21.3,9.8,15.2,0.0,11.4,3.98,2021-09-08
22.5,8.8,16.0,0.0,10.5,4.02,2021-09-09
24.2,11.9,17.8,0.0,11.3,4.02,2021-09-10
25.9,13.3,19.4,0.0,17.4,4.77,2021-09-11
24.3,16.2,19.4,1.3,18.1,3.78,2021-09-12
25.1,14.7,19.7,0.0,13.8,3.83,2021-09-13
25.6,14.1,20.0,0.1,7.7,3.29,2021-09-14
25.5,15.0,20.0,0.0,15.5,4.33,2021-09-15
22.7,10.9,16.9,0.0,12.9,4.44,2021-09-16
22.0,10.2,16.0,0.0,11.2,3.72,2021-09-17
23.1,10.4,16.7,0.0,15.9,3.56,2021-09-18
23.7,14.3,17.9,10.9,16.6,2.43,2021-09-19
21.2,15.2,17.8,4.0,22.8,2.21,2021-09-20
17.5,12.6,14.8,3.4,11.9,1.85,2021-09-21
14.1,10.6,12.2,0.0,13.3,1.85,2021-09-22
14.9,9.6,12.1,3.9,9.0,1.35,2021-09-23
15.3,10.1,12.6,2.1,16.6,2.2,2021-09-24
16.5,10.6,13.0,5.0,17.3,2.07,2021-09-25
16.8,11.4,14.5,1.8,31.2,1.73,2021-09-26
16.4,9.2,12.5,0.0,16.1,2.49,2021-09-27
15.9,8.9,11.8,0.2,13.6,2.02,2021-09-28
15.2,8.4,11.1,0.0,19.5,2.37,2021-09-29
13.2,4.8,9.2,0.0,22.3,2.93,2021-09-30
13.2,4.8,8.9,0.0,26.1,3.03,2021-10-01
15.4,6.1,10.4,0.0,22.9,3.13,2021-10-02
15.4,10.4,12.1,0.0,24.3,3.43,2021-10-03
15.0,8.2,11.4,0.0,23.0,3.41,2021-10-04
14.6,7.9,11.4,0.0,31.8,3.11,2021-10-05
11.1,5.2,8.4,0.0,29.0,3.41,2021-10-06
11.3,3.3,7.3,0.0,28.6,3.3,2021-10-07
11.9,4.3,7.9,0.0,28.6,3.12,2021-10-08
12.2,4.3,8.5,0.1,26.0,3.22,2021-10-09
14.9,7.3,10.5,0.0,24.3,3.49,2021-10-10
16.8,7.3,11.3,0.0,21.8,2.64,2021-10-11
16.9,8.6,12.4,0.8,18.0,1.64,2021-10-12
18.7,10.8,14.0,2.1,29.5,1.51,2021-10-13
14.1,7.8,11.9,6.2,28.1,0.9,2021-10-14
13.9,6.1,9.8,0.0,16.0,1.81,2021-10-15
17.3,7.8,12.1,0.0,18.7,2.65,2021-10-16
17.6,8.1,12.3,0.5,13.3,1.66,2021-10-17
16.5,8.1,11.4,0.0,14.2,2.03,2021-10-18
11.1,4.9,7.6,1.6,17.5,1.34,2021-10-19
9.1,2.2,5.1,0.0,17.3,1.66,2021-10-20
14.6,2.8,8.6,0.0,24.6,2.09,2021-10-21
17.6,8.8,12.3,0.0,27.6,1.67,2021-10-22
17.2,10.1,12.4,0.6,19.2,0.98,2021-10-23
11.8,7.3,9.6,0.7,11.6,1.22,2021-10-24
8.2,1.5,5.5,0.0,18.1,1.68,2021-10-25
7.9,-1.8,2.5,0.0,9.1,1.32,2021-10-26
9.6,-1.2,3.2,0.0,11.9,1.26,2021-10-27
9.6,-2.8,4.1,0.0,12.2,1.19,2021-10-28
13.7,5.9,8.8,0.2,13.9,0.93,2021-10-29
12.6,5.2,8.8,0.0,16.0,1.25,2021-10-30
13.1,3.8,8.0,0.0,21.2,1.52,2021-10-31
14.4,5.9,9.6,0.0,18.0,0.87,2021-11-01
14.3,9.6,11.2,6.4,22.7,0.51,2021-11-02
13.1,9.8,11.1,9.4,18.8,0.46,2021-11-03
15.5,9.9,12.2,5.0,12.0,0.76,2021-11-04
15.5,8.5,11.1,0.0,16.2,1.08,2021-11-05
15.1,7.2,9.8,0.0,13.2,1.01,2021-11-06
12.1,4.2,8.5,0.0,13.4,1.08,2021-11-07
13.8,2.2,8.9,0.7,15.6,0.64,2021-11-08
11.9,5.2,9.0,19.4,17.6,0.29,2021-11-09
4.7,-1.5,2.5,0.0,21.6,1.19,2021-11-10
2.4,-4.8,-1.6,0.0,8.7,0.74,2021-11-11
6.4,-2.2,2.4,0.0,18.9,0.75,2021-11-12
9.6,1.9,4.7,0.0,15.2,0.69,2021-11-13
7.2,-0.4,2.6,0.0,14.7,0.81,2021-11-14
6.8,-0.6,2.2,0.0,23.1,1.0,2021-11-15
3.0,-3.0,-0.5,0.0,17.4,0.94,2021-11-16
3.0,-4.8,-1.8,0.0,11.4,0.81,2021-11-17
4.3,-4.7,-1.1,0.0,15.0,0.77,2021-11-18
3.3,-2.0,0.3,0.2,13.0,0.39,2021-11-19
7.3,0.2,4.3,3.7,33.5,0.3,2021-11-20
7.8,2.2,5.5,0.0,24.1,0.91,2021-11-21
10.4,6.2,7.5,0.0,27.9,0.55,2021-11-22
7.5,2.0,5.0,5.1,17.4,0.17,2021-11-23
1.9,-4.8,-0.7,1.1,16.3,0.54,2021-11-24
2.4,-5.9,-2.6,0.0,9.4,0.59,2021-11-25
4.4,-4.4,-0.9,0.0,15.6,0.57,2021-11-26
3.8,-0.9,2.0,9.9,18.4,0.21,2021-11-27
12.8,0.9,6.8,7.1,12.8,0.48,2021-11-28
16.1,8.9,12.6,22.9,36.6,0.88,2021-11-29
12.7,4.9,9.2,15.6,33.3,0.56,2021-11-30
7.8,1.0,2.8,14.5,25.3,0.54,2021-12-01
6.4,-1.2,2.1,0.0,20.8,0.58,2021-12-02
10.9,4.3,7.4,0.0,21.4,0.99,2021-12-03
11.5,4.8,8.7,4.7,20.8,0.63,2021-12-04
7.6,2.7,4.4,8.2,18.8,0.23,2021-12-05
5.4,1.9,3.7,0.0,13.0,0.31,2021-12-06
11.1,4.0,6.3,0.0,22.9,0.65,2021-12-07
9.6,5.9,7.1,0.3,22.7,0.54,2021-12-08
9.0,4.6,6.5,0.1,11.3,0.26,2021-12-09
8.9,4.2,6.3,0.1,15.3,0.29,2021-12-10
4.4,-0.2,1.8,0.0,20.9,0.53,2021-12-11
2.4,-1.3,-0.1,0.0,28.1,0.6,2021-12-12
3.2,-2.0,0.3,0.0,28.5,0.53,2021-12-13
5.7,1.4,3.6,0.0,21.9,0.43,2021-12-14
4.8,2.9,3.8,0.3,15.3,0.27,2021-12-15
4.1,1.2,2.5,0.0,13.2,0.28,2021-12-16
2.5,1.1,1.8,1.0,5.9,0.18,2021-12-17
3.0,-0.9,1.6,0.4,14.2,0.34,2021-12-18
3.7,-2.4,0.5,0.7,37.3,0.56,2021-12-19
4.0,1.0,2.8,11.0,30.9,0.28,2021-12-20
0.7,-3.9,-1.2,1.9,17.0,0.33,2021-12-21
-4.6,-9.1,-7.1,1.1,23.7,0.71,2021-12-22
-7.4,-11.4,-9.8,0.0,13.4,0.45,2021-12-23
-3.0,-12.9,-8.3,0.0,20.4,0.56,2021-12-24
3.4,-1.9,1.8,9.2,29.6,0.23,2021-12-25
6.2,-1.4,1.9,24.1,23.7,0.12,2021-12-26
-1.5,-6.3,-4.1,5.9,13.8,0.29,2021-12-27
-2.1,-6.8,-5.0,13.9,29.1,0.14,2021-12-28
2.4,-1.5,0.9,7.1,20.3,0.19,2021-12-29
1.6,-0.6,0.7,2.2,6.6,0.22,2021-12-30
-0.1,-2.8,-1.2,10.6,7.1,0.17,2021-12-31
4.9,-1.6,1.3,7.1,25.6,0.15,2022-01-01
2.0,-5.8,-0.5,5.4,19.8,0.21,2022-01-02
4.8,-6.2,-1.6,5.2,29.8,0.23,2022-01-03
3.6,-0.3,2.5,0.8,26.2,0.3,2022-01-04
6.8,-0.2,3.4,2.0,20.8,0.16,2022-01-05
11.5,6.3,9.2,0.0,26.2,0.49,2022-01-06
8.9,-1.3,5.1,0.0,20.9,0.49,2022-01-07
0.6,-5.2,-2.6,0.0,20.9,0.8,2022-01-08
3.5,-3.6,0.1,0.0,23.1,0.94,2022-01-09
4.7,-1.2,1.0,0.0,19.8,0.36,2022-01-10
3.1,0.3,1.6,5.1,13.1,0.2,2022-01-11
0.6,-7.8,-2.9,1.1,18.0,0.44,2022-01-12
-6.6,-11.5,-8.6,0.2,18.1,0.73,2022-01-13
0.9,-7.3,-2.1,6.5,40.6,0.33,2022-01-14
1.7,-2.3,-0.1,1.0,40.4,0.87,2022-01-15
0.6,-3.4,-1.8,0.1,20.1,0.66,2022-01-16
2.8,-4.2,-0.2,1.0,32.7,0.58,2022-01-17
2.4,-3.3,0.5,8.2,30.4,0.16,2022-01-18
-1.9,-4.4,-3.2,1.0,13.0,0.41,2022-01-19
-2.7,-6.9,-5.0,0.0,11.6,0.41,2022-01-20
4.8,-6.7,-0.5,7.3,22.7,0.54,2022-01-21
0.4,-5.4,-1.8,3.6,16.1,0.48,2022-01-22
-2.5,-4.7,-3.1,6.9,21.9,0.22,2022-01-23
-0.5,-6.6,-4.1,5.8,21.3,0.2,2022-01-24
-1.2,-7.5,-5.0,0.2,13.1,0.42,2022-01-25
-2.8,-8.1,-5.5,0.0,6.3,0.27,2022-01-26
-3.6,-10.8,-6.3,0.0,10.5,0.4,2022-01-27
0.1,-10.9,-5.6,0.6,18.8,0.33,2022-01-28
2.1,0.3,1.1,2.9,24.4,0.37,2022-01-29
0.8,-1.2,-0.0,2.0,20.7,0.44,2022-01-30
3.1,0.6,1.4,2.2,19.4,0.38,2022-01-31
4.4,-2.3,0.6,0.0,17.4,0.63,2022-02-01
5.8,0.3,3.0,5.4,21.5,0.27,2022-02-02
7.2,3.7,4.9,8.8,22.0,0.41,2022-02-03
3.2,-0.7,1.1,4.6,15.6,0.37,2022-02-04
-0.4,-3.3,-1.7,0.0,16.6,0.59,2022-02-05
1.1,-5.0,-1.3,4.0,15.2,0.31,2022-02-06
5.3,-1.8,1.4,0.7,16.9,0.79,2022-02-07
4.8,0.6,2.4,12.6,17.0,0.32,2022-02-08
4.2,-2.3,2.0,3.2,16.3,0.31,2022-02-09
4.1,-2.8,1.6,0.8,22.9,0.58,2022-02-10
5.8,1.5,3.9,1.4,23.8,0.48,2022-02-11
5.0,1.4,4.0,4.3,23.0,0.33,2022-02-12
4.8,-3.2,0.5,0.0,20.0,1.02,2022-02-13
6.7,-4.1,0.2,0.0,13.0,1.28,2022-02-14
6.8,-3.1,0.7,0.0,16.6,1.33,2022-02-15
7.8,-1.4,2.1,0.1,13.8,1.09,2022-02-16
8.8,-2.5,2.9,0.0,18.8,1.14,2022-02-17
6.3,1.7,4.2,8.1,20.7,0.58,2022-02-18
7.2,2.0,4.3,0.6,20.1,1.31,2022-02-19
7.9,3.2,5.1,0.4,27.3,1.07,2022-02-20
8.4,-0.2,3.8,1.1,15.3,1.24,2022-02-21
12.2,-0.3,6.5,0.0,18.0,1.36,2022-02-22
11.5,4.7,7.4,0.9,14.8,0.96,2022-02-23
7.3,3.2,5.3,9.8,24.8,0.49,2022-02-24
11.0,4.0,6.5,0.0,27.8,1.18,2022-02-25
6.4,2.7,4.8,1.8,16.9,0.5,2022-02-26
5.2,2.1,3.3,0.0,16.9,0.82,2022-02-27
5.1,-1.0,1.9,0.0,12.5,1.03,2022-02-28
6.6,-0.2,3.1,0.2,26.1,1.19,2022-03-01
4.2,0.9,2.6,4.1,17.4,0.33,2022-03-02
5.0,2.5,3.7,18.2,17.7,0.27,2022-03-03
4.5,1.7,3.2,0.1,31.7,0.8,2022-03-04
3.8,1.0,2.4,0.5,30.7,1.03,2022-03-05
3.2,-2.9,-0.0,0.7,16.6,1.33,2022-03-06
4.5,-4.1,-0.2,0.3,9.0,1.33,2022-03-07
2.8,-2.4,-0.2,0.8,9.4,0.86,2022-03-08
3.3,-4.6,-1.0,0.7,12.8,1.35,2022-03-09
2.3,-5.7,-2.8,0.0,15.2,1.51,2022-03-10
1.9,-6.3,-2.9,0.0,22.9,1.54,2022-03-11
0.6,-7.6,-4.3,0.0,19.5,1.43,2022-03-12
1.4,-8.6,-4.2,0.0,11.5,1.65,2022-03-13
3.5,-8.2,-2.7,0.0,15.4,1.71,2022-03-14
5.4,-3.8,0.5,2.0,17.9,1.25,2022-03-15
0.1,-5.8,-3.1,0.0,14.8,1.5,2022-03-16
-1.9,-8.8,-5.0,0.4,15.1,1.07,2022-03-17
0.3,-7.2,-3.6,0.0,21.9,1.5,2022-03-18
3.6,-7.2,-2.2,0.0,23.2,2.24,2022-03-19
6.6,-5.1,-0.1,0.0,17.1,2.61,2022-03-20
11.5,-3.8,3.2,0.0,17.5,2.57,2022-03-21
8.2,-0.7,3.2,0.0,23.2,2.41,2022-03-22
9.3,-3.0,2.6,0.0,14.2,2.5,2022-03-23
8.8,-2.4,2.4,0.0,17.5,2.25,2022-03-24
8.7,-1.4,2.9,0.0,17.0,1.83,2022-03-25
10.9,-2.0,4.6,0.0,26.6,2.75,2022-03-26
6.8,0.2,4.1,7.2,36.3,1.77,2022-03-27
4.4,-3.2,0.9,0.0,28.6,2.37,2022-03-28
13.1,3.5,7.9,0.0,31.0,3.09,2022-03-29
16.5,5.7,10.9,0.0,22.9,3.12,2022-03-30
18.8,7.6,12.7,0.0,22.4,3.35,2022-03-31
22.5,11.9,16.5,0.3,27.0,4.56,2022-04-01
21.0,11.5,16.1,0.2,24.4,3.64,2022-04-02
17.4,8.9,12.3,2.0,30.1,2.89,2022-04-03
8.9,4.8,6.8,1.4,32.5,2.07,2022-04-04
8.9,1.5,5.2,0.1,17.6,2.21,2022-04-05
12.4,1.4,6.7,0.2,24.9,2.26,2022-04-06
17.2,3.0,10.1,0.0,18.1,3.37,2022-04-07
